;Fecha;dif_cons;V2;V4;V12;V26;V5_0;V5_1;V5_2;Hora_1;Hora_2;Hora_3;Season_1;Season_2;Season_3;Season_4;tmed;hrmed;radmed;vvmed;dvmed;prec;dewpt;dpv
0;2021-01-01 02:00:00+00:00;1.35;22.51;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.3;67.4;0.0;0.2;193.6;0.0;-2.1;0.3
1;2021-01-01 04:00:00+00:00;1.35;22.32;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.9;62.6;0.0;0.5;193.5;0.0;-1.7;0.3
2;2021-01-01 06:00:00+00:00;1.35;22.33;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6.6;72.5;2.2;0.8;196.4;0.0;1.9;0.3
3;2021-01-01 08:00:00+00:00;1.35;22.36;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.7;68.1;157.3;0.7;214.1;0.0;2.1;0.4
4;2021-01-01 10:00:00+00:00;1.35;22.19;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.1;42.4;367.4;1.9;292.0;0.0;-0.3;0.8
5;2021-01-01 12:00:00+00:00;1.36;22.21;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;13.2;33.5;338.9;1.9;313.5;0.0;-2.5;1.0
6;2021-01-01 14:00:00+00:00;1.36;22.3;0.0;25.14;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;13.5;30.9;290.7;2.2;302.0;0.0;-3.4;1.1
7;2021-01-01 16:00:00+00:00;1.35;22.54;0.0;25.14;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;11.3;34.8;19.2;1.5;283.9;0.0;-3.7;0.9
8;2021-01-01 18:00:00+00:00;1.35;22.22;0.0;25.14;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;8.2;44.2;0.0;0.4;220.7;0.0;-3.3;0.6
9;2021-01-01 20:00:00+00:00;1.36;22.1;0.0;25.14;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;55.9;0.0;0.6;193.2;0.0;-2.1;0.4
10;2021-01-01 22:00:00+00:00;1.35;21.98;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;63.1;0.0;0.4;191.5;0.0;-2.4;0.3
11;2021-01-02 00:00:00+00:00;1.42;21.91;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;68.2;0.0;0.3;204.8;0.0;-3.2;0.2
12;2021-01-02 02:00:00+00:00;1.45;21.78;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.2;65.4;0.0;0.5;201.2;0.0;-3.6;0.2
13;2021-01-02 04:00:00+00:00;1.5;21.7;0.0;25.14;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;64.7;0.0;0.6;194.6;0.0;-3.9;0.2
14;2021-01-02 06:00:00+00:00;1.55;21.55;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.3;66.8;2.6;0.4;193.9;0.0;-4.2;0.2
15;2021-01-02 08:00:00+00:00;1.52;21.8;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.5;50.2;199.2;0.8;202.7;0.0;-4.4;0.5
16;2021-01-02 10:00:00+00:00;1.47;21.91;0.0;25.14;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;10.5;27.0;469.8;1.8;282.9;0.0;-7.9;0.9
