Fecha;tmed;hrmed;radmed;vvmed;dvmed;prec;dewpt;dpv
2021-01-02 01:00:00+00:00;2.0;68.5;0.0;0.3;194.9;0.0;-3.2;0.2
2021-01-02 02:00:00+00:00;1.7;68.0;0.0;0.3;203.2;0.0;-3.5;0.2
2021-01-02 03:00:00+00:00;2.7;62.8;0.0;0.7;199.2;0.0;-3.7;0.3
2021-01-02 04:00:00+00:00;1.8;66.2;0.0;0.3;194.8;0.0;-3.8;0.2
2021-01-02 05:00:00+00:00;2.2;63.2;0.0;0.8;194.4;0.0;-4.1;0.3
2021-01-02 06:00:00+00:00;1.5;65.5;0.0;0.4;185.4;0.0;-4.2;0.2
2021-01-02 07:00:00+00:00;1.1;68.1;5.2;0.3;202.4;0.0;-4.2;0.2
2021-01-02 08:00:00+00:00;3.1;59.4;102.5;0.8;190.7;0.0;-4.1;0.3
2021-01-02 09:00:00+00:00;7.8;41.0;295.9;0.9;214.7;0.0;-4.6;0.6
2021-01-02 10:00:00+00:00;10.1;30.0;430.1;1.6;281.7;0.0;-6.8;0.9
2021-01-02 11:00:00+00:00;10.9;23.9;509.6;2.1;284.0;0.0;-8.9;1.0
2021-01-02 12:00:00+00:00;12.1;21.7;512.3;2.0;300.9;0.0;-9.2;1.1
2021-01-02 13:00:00+00:00;12.4;22.3;502.2;2.3;301.1;0.0;-8.7;1.1
2021-01-02 14:00:00+00:00;11.9;24.6;339.0;2.2;308.3;0.0;-7.8;1.0
2021-01-02 15:00:00+00:00;10.6;27.0;87.3;1.9;324.8;0.0;-7.7;0.9
2021-01-02 16:00:00+00:00;10.2;27.2;39.5;1.9;294.2;0.0;-7.8;0.9
2021-01-02 17:00:00+00:00;9.6;29.0;0.7;1.2;265.8;0.0;-7.6;0.8
2021-01-02 18:00:00+00:00;9.0;31.2;0.0;0.8;223.5;0.0;-7.2;0.8
2021-01-02 19:00:00+00:00;8.2;33.9;0.0;0.7;256.0;0.0;-6.8;0.7
2021-01-02 20:00:00+00:00;7.6;35.9;0.0;0.5;237.1;0.0;-6.6;0.7
2021-01-02 21:00:00+00:00;6.3;40.5;0.0;0.9;247.7;0.0;-6.2;0.6
2021-01-02 22:00:00+00:00;6.7;38.6;0.0;0.8;201.1;0.0;-6.4;0.6
2021-01-02 23:00:00+00:00;6.0;40.4;0.0;0.8;245.2;0.0;-6.5;0.6
2021-01-03 00:00:00+00:00;6.5;36.5;0.0;1.0;286.1;0.0;-7.3;0.6
2021-01-03 01:00:00+00:00;6.5;35.9;0.0;0.8;241.7;0.0;-7.6;0.6
2021-01-03 02:00:00+00:00;6.4;35.0;0.0;1.1;232.6;0.0;-8.0;0.6
2021-01-03 03:00:00+00:00;6.4;33.8;0.0;1.1;231.1;0.0;-8.4;0.6
2021-01-03 04:00:00+00:00;6.1;32.8;0.0;0.9;215.3;0.0;-9.0;0.6
2021-01-03 05:00:00+00:00;6.1;32.6;0.0;1.1;215.3;0.0;-9.1;0.6
2021-01-03 06:00:00+00:00;6.1;34.2;0.0;1.3;217.0;0.0;-8.5;0.6
2021-01-03 07:00:00+00:00;5.9;35.5;4.4;0.9;209.4;0.0;-8.2;0.6
2021-01-03 08:00:00+00:00;6.9;33.4;103.3;0.9;202.2;0.0;-8.2;0.6
2021-01-03 09:00:00+00:00;9.5;28.3;300.6;1.6;283.5;0.0;-7.9;0.9
2021-01-03 10:00:00+00:00;10.8;27.0;434.2;2.0;295.4;0.0;-7.5;0.9
2021-01-03 11:00:00+00:00;12.0;24.7;511.4;1.9;318.5;0.0;-7.6;1.1
2021-01-03 12:00:00+00:00;13.0;22.9;533.4;2.0;310.1;0.0;-7.7;1.1
2021-01-03 13:00:00+00:00;13.5;21.7;502.4;1.9;301.2;0.0;-8.0;1.2
2021-01-03 14:00:00+00:00;13.3;22.4;389.2;1.8;286.3;0.0;-7.7;1.2
2021-01-03 15:00:00+00:00;13.1;22.2;240.3;1.6;281.1;0.0;-8.0;1.2
2021-01-03 16:00:00+00:00;11.6;24.9;41.9;1.0;282.6;0.0;-7.8;1.0
2021-01-03 17:00:00+00:00;8.6;31.1;0.6;0.5;200.6;0.0;-7.6;0.8
2021-01-03 18:00:00+00:00;6.9;34.1;0.0;0.8;183.3;0.0;-7.8;0.7
2021-01-03 19:00:00+00:00;5.4;38.3;0.0;0.6;200.2;0.0;-7.7;0.5
2021-01-03 20:00:00+00:00;4.7;41.2;0.0;0.4;203.1;0.0;-7.5;0.5
2021-01-03 21:00:00+00:00;2.4;49.3;0.0;0.2;172.5;0.0;-7.2;0.4
2021-01-03 22:00:00+00:00;2.0;50.6;0.0;0.3;174.6;0.0;-7.2;0.4
2021-01-03 23:00:00+00:00;1.4;50.6;0.0;0.3;245.0;0.0;-7.7;0.4
2021-01-04 00:00:00+00:00;0.5;52.9;0.0;0.1;158.8;0.0;-8.0;0.3
2021-01-04 01:00:00+00:00;-0.5;57.6;0.0;0.2;161.1;0.0;-7.9;0.2
2021-01-04 02:00:00+00:00;-1.0;59.6;0.0;0.3;149.2;0.0;-7.8;0.2
2021-01-04 03:00:00+00:00;0.1;53.6;0.0;0.2;243.2;0.0;-8.2;0.3
2021-01-04 04:00:00+00:00;-1.8;62.8;0.0;0.2;187.0;0.0;-8.0;0.2
2021-01-04 05:00:00+00:00;-1.3;62.2;0.0;0.2;229.4;0.0;-7.6;0.2
2021-01-04 06:00:00+00:00;-1.6;65.2;0.0;0.2;210.4;0.0;-7.3;0.2
2021-01-04 07:00:00+00:00;-0.5;62.4;5.2;0.3;193.0;0.0;-6.8;0.2
2021-01-04 08:00:00+00:00;0.8;60.5;101.6;0.1;179.9;0.0;-6.0;0.2
2021-01-04 09:00:00+00:00;6.3;43.0;291.8;0.3;113.7;0.0;-5.4;0.5
2021-01-04 10:00:00+00:00;10.4;32.8;424.7;0.6;126.8;0.0;-5.3;0.8
2021-01-04 11:00:00+00:00;12.9;26.3;501.9;0.9;247.4;0.0;-6.0;1.1
2021-01-04 12:00:00+00:00;14.1;22.8;520.3;0.9;234.4;0.0;-6.9;1.3
2021-01-04 13:00:00+00:00;15.0;22.0;496.2;0.9;267.2;0.0;-6.6;1.3
2021-01-04 14:00:00+00:00;14.1;24.1;196.1;0.6;265.0;0.0;-6.2;1.2
2021-01-04 15:00:00+00:00;14.0;26.6;183.7;0.9;24.5;0.0;-4.9;1.2
2021-01-04 16:00:00+00:00;11.7;31.7;38.3;0.2;77.3;0.0;-4.6;1.0
2021-01-04 17:00:00+00:00;10.0;37.2;0.7;0.3;173.2;0.0;-4.0;0.8
2021-01-04 18:00:00+00:00;8.9;41.7;0.0;0.5;183.8;0.0;-3.4;0.7
2021-01-04 19:00:00+00:00;8.3;44.2;0.0;0.3;177.8;0.0;-3.2;0.6
2021-01-04 20:00:00+00:00;6.3;50.2;0.0;0.4;184.0;0.0;-3.3;0.5
2021-01-04 21:00:00+00:00;4.8;55.4;0.0;0.3;183.2;0.0;-3.4;0.4
2021-01-04 22:00:00+00:00;4.5;57.7;0.0;0.5;183.9;0.0;-3.1;0.4
2021-01-04 23:00:00+00:00;5.1;55.3;0.0;0.4;190.2;0.0;-3.1;0.4
2021-01-05 00:00:00+00:00;4.0;60.4;0.0;0.2;198.0;0.0;-3.0;0.3
2021-01-05 01:00:00+00:00;2.5;65.9;0.0;0.4;200.8;0.0;-3.3;0.2
2021-01-05 02:00:00+00:00;2.0;68.8;0.0;0.3;156.2;0.0;-3.2;0.2
2021-01-05 03:00:00+00:00;1.2;70.8;0.0;0.3;117.8;0.0;-3.5;0.2
2021-01-05 04:00:00+00:00;0.4;75.0;0.0;0.2;139.9;0.0;-3.5;0.2
2021-01-05 05:00:00+00:00;0.2;75.1;0.0;0.1;191.1;0.0;-3.7;0.2
2021-01-05 06:00:00+00:00;0.0;76.0;0.0;0.3;195.6;0.0;-3.7;0.2
2021-01-05 07:00:00+00:00;0.1;74.0;9.0;0.3;187.0;0.0;-4.0;0.2
2021-01-05 08:00:00+00:00;2.8;65.9;86.4;0.2;212.6;0.0;-3.0;0.3
2021-01-05 09:00:00+00:00;6.2;53.2;201.7;0.3;241.8;0.0;-2.8;0.4
2021-01-05 10:00:00+00:00;8.6;40.2;400.8;0.6;254.2;0.0;-4.1;0.7
2021-01-05 11:00:00+00:00;10.3;35.2;503.8;0.7;239.8;0.0;-4.4;0.8
2021-01-05 12:00:00+00:00;12.4;27.9;525.7;1.0;321.9;0.0;-5.7;1.0
2021-01-05 13:00:00+00:00;12.8;23.6;487.6;1.3;317.5;0.0;-7.4;1.1
2021-01-05 14:00:00+00:00;12.8;23.5;365.2;0.9;304.5;0.0;-7.6;1.1
2021-01-05 15:00:00+00:00;12.4;24.6;163.6;0.4;291.3;0.0;-7.3;1.1
2021-01-05 16:00:00+00:00;10.3;30.0;46.7;0.3;166.1;0.0;-6.6;0.9
2021-01-05 17:00:00+00:00;8.2;33.8;0.3;0.5;176.8;0.0;-6.8;0.7
2021-01-05 18:00:00+00:00;8.1;33.4;0.0;0.8;185.1;0.0;-7.0;0.7
2021-01-05 19:00:00+00:00;7.0;37.2;0.0;0.3;193.7;0.0;-6.6;0.6
2021-01-05 20:00:00+00:00;6.1;40.5;0.0;0.2;182.7;0.0;-6.3;0.6
2021-01-05 21:00:00+00:00;5.3;42.7;0.0;0.4;187.4;0.0;-6.4;0.5
2021-01-05 22:00:00+00:00;4.0;46.6;0.0;0.3;192.4;0.0;-6.4;0.4
2021-01-05 23:00:00+00:00;4.0;47.2;0.0;0.3;189.8;0.0;-6.2;0.4
2021-01-06 00:00:00+00:00;3.9;48.5;0.0;0.2;179.5;0.0;-6.0;0.4
2021-01-06 01:00:00+00:00;3.9;49.0;0.0;0.2;197.1;0.0;-5.9;0.4
2021-01-06 02:00:00+00:00;3.5;50.1;0.0;0.2;197.4;0.0;-5.9;0.4
2021-01-06 03:00:00+00:00;2.8;52.2;0.0;0.4;195.2;0.0;-6.0;0.4
2021-01-06 04:00:00+00:00;2.6;53.9;0.0;0.3;192.1;0.0;-5.9;0.3
2021-01-06 05:00:00+00:00;1.8;56.7;0.0;0.4;190.4;0.0;-5.9;0.3
2021-01-06 06:00:00+00:00;1.6;58.2;0.0;0.3;191.2;0.0;-5.7;0.3
2021-01-06 07:00:00+00:00;2.2;57.4;7.4;0.2;204.0;0.0;-5.3;0.3
2021-01-06 08:00:00+00:00;3.9;52.9;74.1;0.1;152.6;0.0;-4.9;0.4
2021-01-06 09:00:00+00:00;5.9;45.0;184.5;0.2;187.5;0.0;-5.1;0.5
2021-01-06 10:00:00+00:00;7.8;39.1;267.5;0.5;290.4;0.0;-5.3;0.6
2021-01-06 11:00:00+00:00;9.2;34.8;307.6;0.5;273.9;0.0;-5.6;0.8
2021-01-06 12:00:00+00:00;10.7;34.1;364.8;0.5;293.8;0.0;-4.5;0.8
2021-01-06 13:00:00+00:00;11.5;34.8;347.8;0.5;140.7;0.0;-3.5;0.9
2021-01-06 14:00:00+00:00;11.9;34.7;260.9;0.7;43.3;0.0;-3.2;0.9
2021-01-06 15:00:00+00:00;12.2;34.2;172.5;0.9;26.7;0.0;-3.1;0.9
2021-01-06 16:00:00+00:00;11.1;40.2;44.8;0.4;68.3;0.0;-1.9;0.8
2021-01-06 17:00:00+00:00;10.4;53.0;0.4;0.8;106.3;0.0;1.2;0.6
2021-01-06 18:00:00+00:00;10.3;55.7;0.0;0.7;95.2;0.0;1.8;0.5
2021-01-06 19:00:00+00:00;10.0;58.6;0.0;0.6;62.4;0.0;2.3;0.5
2021-01-06 20:00:00+00:00;9.4;61.4;0.0;0.8;64.0;0.0;2.3;0.5
2021-01-06 21:00:00+00:00;8.8;65.3;0.0;0.3;88.4;0.0;2.6;0.4
2021-01-06 22:00:00+00:00;7.8;77.7;0.0;0.2;158.8;0.0;4.2;0.2
2021-01-06 23:00:00+00:00;7.3;83.8;0.0;0.2;118.1;0.0;4.7;0.2
2021-01-07 00:00:00+00:00;7.0;85.5;0.0;0.1;145.5;0.1;4.7;0.1
2021-01-07 01:00:00+00:00;6.7;86.6;0.0;0.2;165.4;0.1;4.6;0.1
2021-01-07 02:00:00+00:00;6.6;87.6;0.0;0.8;93.7;0.2;4.7;0.1
2021-01-07 03:00:00+00:00;6.2;87.5;0.0;0.6;73.2;0.1;4.3;0.1
2021-01-07 04:00:00+00:00;5.9;87.4;0.0;0.0;169.8;0.2;4.0;0.1
2021-01-07 05:00:00+00:00;5.8;88.0;0.0;0.2;198.3;0.2;4.0;0.1
2021-01-07 06:00:00+00:00;5.8;88.6;0.0;0.2;257.2;0.2;4.0;0.1
2021-01-07 07:00:00+00:00;5.3;88.6;0.8;0.2;300.7;0.2;3.6;0.1
2021-01-07 08:00:00+00:00;5.0;88.6;13.8;0.4;250.3;0.2;3.2;0.1
2021-01-07 09:00:00+00:00;4.8;88.2;40.6;0.4;207.7;0.1;3.0;0.1
2021-01-07 10:00:00+00:00;4.9;88.2;45.9;0.5;211.7;0.1;3.1;0.1
2021-01-07 11:00:00+00:00;5.1;88.4;42.3;0.4;211.8;0.1;3.3;0.1
2021-01-07 12:00:00+00:00;5.3;88.6;52.7;0.6;212.8;0.2;3.6;0.1
2021-01-07 13:00:00+00:00;5.6;88.9;43.8;0.2;288.0;0.1;3.9;0.1
2021-01-07 14:00:00+00:00;5.7;89.1;31.7;0.3;252.4;0.1;4.0;0.1
2021-01-07 15:00:00+00:00;5.6;89.1;24.7;0.6;230.8;0.1;4.0;0.1
2021-01-07 16:00:00+00:00;5.4;89.1;8.0;0.5;237.5;0.2;3.8;0.1
2021-01-07 17:00:00+00:00;5.2;89.2;0.3;0.7;189.1;0.1;3.6;0.1
2021-01-07 18:00:00+00:00;5.0;89.3;0.0;0.9;193.9;0.1;3.4;0.1
2021-01-07 19:00:00+00:00;5.0;89.1;0.0;0.9;190.3;0.0;3.4;0.1
2021-01-07 20:00:00+00:00;5.1;88.8;0.0;0.9;188.2;0.0;3.4;0.1
2021-01-07 21:00:00+00:00;5.0;89.0;0.0;0.9;188.5;0.0;3.4;0.1
2021-01-07 22:00:00+00:00;5.0;89.0;0.0;1.0;190.2;0.0;3.4;0.1
2021-01-07 23:00:00+00:00;5.0;89.3;0.0;0.7;201.6;0.0;3.4;0.1
2021-01-08 00:00:00+00:00;4.9;89.4;0.0;0.8;192.4;0.2;3.3;0.1
2021-01-08 01:00:00+00:00;4.7;89.2;0.0;0.6;207.2;0.2;3.1;0.1
2021-01-08 02:00:00+00:00;4.4;89.3;0.0;0.8;199.2;0.2;2.7;0.1
2021-01-08 03:00:00+00:00;4.1;89.4;0.0;0.8;200.4;0.2;2.5;0.1
2021-01-08 04:00:00+00:00;4.0;89.5;0.0;0.8;191.4;0.2;2.4;0.1
2021-01-08 05:00:00+00:00;3.9;89.6;0.0;0.7;194.1;0.1;2.4;0.1
2021-01-08 06:00:00+00:00;4.0;89.6;0.0;0.6;205.2;0.1;2.4;0.1
2021-01-08 07:00:00+00:00;4.1;89.8;2.2;0.5;199.7;0.1;2.5;0.1
2021-01-08 08:00:00+00:00;4.3;89.9;13.5;0.5;224.3;0.1;2.8;0.1
2021-01-08 09:00:00+00:00;4.6;89.9;26.6;0.5;222.8;0.1;3.0;0.1
2021-01-08 10:00:00+00:00;5.0;89.8;38.6;0.4;222.1;0.1;3.5;0.1
2021-01-08 11:00:00+00:00;5.4;89.6;54.4;0.4;211.6;0.1;3.8;0.1
2021-01-08 12:00:00+00:00;5.5;89.6;50.8;0.5;236.3;0.1;3.9;0.1
2021-01-08 13:00:00+00:00;5.6;89.7;50.3;0.6;262.4;0.1;4.0;0.1
2021-01-08 14:00:00+00:00;5.5;89.8;34.2;0.4;270.7;0.1;4.0;0.1
2021-01-08 15:00:00+00:00;5.6;90.0;17.9;0.6;202.6;0.1;4.1;0.1
2021-01-08 16:00:00+00:00;5.8;90.0;6.4;0.2;201.8;0.1;4.3;0.1
2021-01-08 17:00:00+00:00;7.1;90.0;0.1;1.3;45.3;0.1;5.6;0.1
2021-01-08 18:00:00+00:00;7.2;89.6;0.0;1.0;92.1;0.3;5.6;0.1
2021-01-08 19:00:00+00:00;6.3;89.7;0.0;0.8;198.8;0.2;4.7;0.1
2021-01-08 20:00:00+00:00;6.2;90.1;0.0;0.8;178.2;0.1;4.7;0.1
2021-01-08 21:00:00+00:00;5.8;90.1;0.0;0.3;212.5;0.1;4.3;0.1
2021-01-08 22:00:00+00:00;5.7;90.2;0.0;0.3;188.3;0.1;4.2;0.1
2021-01-08 23:00:00+00:00;5.7;90.3;0.0;0.5;261.7;0.1;4.3;0.1
2021-01-09 00:00:00+00:00;5.7;90.4;0.0;0.3;196.5;0.1;4.2;0.1
2021-01-09 01:00:00+00:00;5.8;90.5;0.0;0.4;201.6;0.1;4.4;0.1
2021-01-09 02:00:00+00:00;5.9;90.5;0.0;0.4;195.1;0.1;4.5;0.1
2021-01-09 03:00:00+00:00;6.0;90.4;0.0;0.3;218.4;0.1;4.5;0.1
2021-01-09 04:00:00+00:00;6.0;90.4;0.0;0.5;203.2;0.1;4.5;0.1
2021-01-09 05:00:00+00:00;5.9;90.2;0.0;0.6;196.1;0.1;4.4;0.1
2021-01-09 06:00:00+00:00;6.0;90.1;0.0;0.4;207.3;0.1;4.6;0.1
2021-01-09 07:00:00+00:00;6.0;89.9;7.8;0.2;215.0;0.1;4.5;0.1
2021-01-09 08:00:00+00:00;6.2;89.8;32.7;0.5;196.6;0.1;4.7;0.1
2021-01-09 09:00:00+00:00;6.7;89.0;91.8;0.2;218.7;0.1;5.0;0.1
2021-01-09 10:00:00+00:00;7.3;87.4;170.6;0.1;195.1;0.1;5.3;0.1
2021-01-09 11:00:00+00:00;7.8;85.3;133.5;0.3;297.2;0.1;5.5;0.2
2021-01-09 12:00:00+00:00;8.0;83.9;125.6;0.2;244.6;0.1;5.4;0.2
2021-01-09 13:00:00+00:00;9.2;78.8;292.3;0.2;169.9;0.1;5.7;0.2
2021-01-09 14:00:00+00:00;9.8;75.9;153.8;0.4;183.0;0.1;5.8;0.3
2021-01-09 15:00:00+00:00;10.6;72.5;106.3;0.1;114.0;0.1;5.9;0.3
2021-01-09 16:00:00+00:00;10.2;75.5;13.0;0.1;183.5;0.1;6.1;0.3
2021-01-09 17:00:00+00:00;9.7;77.3;0.3;0.3;250.9;0.0;5.9;0.3
2021-01-09 18:00:00+00:00;8.9;75.9;0.0;0.5;220.4;0.0;4.9;0.3
2021-01-09 19:00:00+00:00;8.0;76.2;0.0;0.5;195.3;0.1;4.0;0.3
2021-01-09 20:00:00+00:00;6.8;77.6;0.0;0.2;128.3;0.0;3.2;0.2
2021-01-09 21:00:00+00:00;6.0;83.4;0.0;0.1;197.3;0.0;3.4;0.2
2021-01-09 22:00:00+00:00;5.4;84.0;0.0;0.1;132.7;0.1;2.9;0.1
2021-01-09 23:00:00+00:00;4.4;86.4;0.0;0.0;136.5;0.0;2.3;0.1
2021-01-10 00:00:00+00:00;4.6;87.5;0.0;0.0;114.2;0.0;2.7;0.1
2021-01-10 01:00:00+00:00;5.1;87.2;0.0;0.0;148.9;0.0;3.2;0.1
2021-01-10 02:00:00+00:00;5.4;85.2;0.0;0.1;169.2;0.0;3.1;0.1
2021-01-10 03:00:00+00:00;5.2;85.2;0.0;0.0;65.2;0.0;2.9;0.1
2021-01-10 04:00:00+00:00;5.2;85.2;0.0;0.1;162.3;0.0;2.9;0.1
2021-01-10 05:00:00+00:00;5.1;87.2;0.0;0.0;83.6;0.0;3.1;0.1
2021-01-10 06:00:00+00:00;4.9;88.4;0.0;0.2;193.2;0.0;3.2;0.1
2021-01-10 07:00:00+00:00;5.0;88.0;3.7;0.4;188.6;0.0;3.2;0.1
2021-01-10 08:00:00+00:00;5.4;85.6;59.9;0.4;193.4;0.0;3.1;0.1
2021-01-10 09:00:00+00:00;5.9;79.8;51.1;0.3;222.8;0.0;2.7;0.2
2021-01-10 10:00:00+00:00;6.5;76.6;81.4;0.1;216.0;0.0;2.7;0.2
2021-01-10 11:00:00+00:00;7.0;76.3;136.5;0.1;285.2;0.0;3.2;0.2
2021-01-10 12:00:00+00:00;7.6;72.1;174.0;0.3;268.4;0.0;2.9;0.3
2021-01-10 13:00:00+00:00;7.8;70.7;146.0;0.4;269.3;0.0;2.8;0.3
2021-01-10 14:00:00+00:00;8.3;69.3;133.4;0.3;285.8;0.0;3.0;0.3
2021-01-10 15:00:00+00:00;8.4;68.9;82.1;0.2;232.2;0.0;3.0;0.3
2021-01-10 16:00:00+00:00;8.5;70.7;42.6;0.1;317.2;0.0;3.4;0.3
2021-01-10 17:00:00+00:00;7.5;77.2;1.7;0.1;84.6;0.0;3.8;0.2
2021-01-10 18:00:00+00:00;5.9;81.9;0.0;0.6;180.4;0.0;3.1;0.2
2021-01-10 19:00:00+00:00;5.7;83.1;0.0;0.5;184.6;0.0;3.1;0.2
2021-01-10 20:00:00+00:00;5.4;83.3;0.0;0.2;152.0;0.0;2.8;0.2
2021-01-10 21:00:00+00:00;4.5;86.6;0.0;0.1;70.4;0.0;2.4;0.1
2021-01-10 22:00:00+00:00;5.1;87.4;0.0;0.1;123.0;0.0;3.2;0.1
2021-01-10 23:00:00+00:00;5.4;84.7;0.0;0.4;197.1;0.0;3.0;0.1
2021-01-11 00:00:00+00:00;5.2;82.7;0.0;0.5;193.7;0.0;2.5;0.2
2021-01-11 01:00:00+00:00;4.5;84.8;0.0;0.0;103.7;0.0;2.2;0.1
2021-01-11 02:00:00+00:00;4.2;87.2;0.0;0.1;208.4;0.0;2.3;0.1
2021-01-11 03:00:00+00:00;4.4;87.9;0.0;0.2;142.8;0.0;2.5;0.1
2021-01-11 04:00:00+00:00;5.6;83.5;0.0;0.2;198.2;0.0;3.0;0.2
2021-01-11 05:00:00+00:00;5.9;79.8;0.0;0.0;71.8;0.0;2.7;0.2
2021-01-11 06:00:00+00:00;6.3;77.0;0.0;0.2;210.5;0.0;2.6;0.2
2021-01-11 07:00:00+00:00;6.2;75.8;6.7;0.1;180.9;0.0;2.3;0.2
2021-01-11 08:00:00+00:00;6.4;79.1;55.2;0.1;215.1;0.0;3.1;0.2
2021-01-11 09:00:00+00:00;7.6;73.0;116.2;0.3;215.8;0.0;3.0;0.3
2021-01-11 10:00:00+00:00;8.8;63.4;223.6;0.5;230.4;0.0;2.3;0.4
2021-01-11 11:00:00+00:00;9.5;60.3;304.8;0.7;258.8;0.0;2.2;0.5
2021-01-11 12:00:00+00:00;10.8;56.0;417.0;0.8;249.6;0.0;2.3;0.5
2021-01-11 13:00:00+00:00;11.7;50.6;421.3;0.7;247.3;0.0;1.8;0.7
2021-01-11 14:00:00+00:00;12.0;49.2;313.8;0.7;215.6;0.0;1.7;0.7
2021-01-11 15:00:00+00:00;11.9;48.8;130.3;0.3;214.5;0.0;1.5;0.7
2021-01-11 16:00:00+00:00;11.3;54.8;27.4;0.1;133.4;0.0;2.5;0.6
2021-01-11 17:00:00+00:00;9.9;64.5;0.9;0.2;122.8;0.0;3.5;0.4
2021-01-11 18:00:00+00:00;7.9;71.5;0.0;0.4;186.5;0.0;3.1;0.3
2021-01-11 19:00:00+00:00;6.6;74.3;0.0;0.6;199.2;0.0;2.4;0.2
2021-01-11 20:00:00+00:00;6.3;69.9;0.0;0.6;194.6;0.0;1.2;0.3
2021-01-11 21:00:00+00:00;5.6;69.7;0.0;0.4;198.0;0.0;0.4;0.3
2021-01-11 22:00:00+00:00;4.9;70.2;0.0;0.5;194.2;0.0;-0.1;0.3
2021-01-11 23:00:00+00:00;3.6;73.9;0.0;0.4;197.6;0.0;-0.6;0.2
2021-01-12 00:00:00+00:00;3.2;72.6;0.0;0.5;196.5;0.0;-1.3;0.2
2021-01-12 01:00:00+00:00;3.2;69.2;0.0;0.5;197.0;0.0;-1.9;0.2
2021-01-12 02:00:00+00:00;3.6;65.8;0.0;0.5;201.5;0.0;-2.3;0.3
2021-01-12 03:00:00+00:00;3.4;65.8;0.0;0.8;197.1;0.0;-2.4;0.3
2021-01-12 04:00:00+00:00;3.1;68.3;0.0;0.6;191.5;0.0;-2.2;0.2
2021-01-12 05:00:00+00:00;3.1;68.7;0.0;0.7;193.0;0.0;-2.1;0.2
2021-01-12 06:00:00+00:00;2.9;70.2;0.0;0.7;197.2;0.0;-2.0;0.2
2021-01-12 07:00:00+00:00;2.8;71.4;5.0;0.6;196.7;0.0;-1.8;0.2
2021-01-12 08:00:00+00:00;4.0;66.0;108.6;0.7;190.2;0.0;-1.8;0.3
2021-01-12 09:00:00+00:00;6.7;54.7;307.1;0.8;246.3;0.0;-1.8;0.4
2021-01-12 10:00:00+00:00;8.5;48.6;446.3;1.0;260.3;0.0;-1.7;0.6
2021-01-12 11:00:00+00:00;10.3;44.2;531.6;1.1;265.8;0.0;-1.4;0.7
2021-01-12 12:00:00+00:00;12.1;38.4;553.5;1.0;288.4;0.0;-1.7;0.9
2021-01-12 13:00:00+00:00;13.2;34.1;515.6;0.8;289.6;0.0;-2.3;1.0
2021-01-12 14:00:00+00:00;13.9;31.5;417.7;0.6;291.8;0.0;-2.8;1.1
2021-01-12 15:00:00+00:00;14.3;30.9;266.2;0.7;300.6;0.0;-2.7;1.1
