;Fecha;dif_cons;V2;V4;V12;V26;V5_0;V5_1;V5_2;Hora_1;Hora_2;Hora_3;Season_1;Season_2;Season_3;Season_4;tmed;hrmed;radmed;vvmed;dvmed;prec;dewpt;dpv
0;2021-01-07 10:00:00+00:00;19.8;20.85;4.0;19.47;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;88.3;44.1;0.4;211.7;0.1;3.2;0.1
1;2021-01-07 12:00:00+00:00;15.96;20.93;3.0;19.47;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.4;88.8;48.3;0.4;250.4;0.1;3.8;0.1
2;2021-01-11 08:00:00+00:00;17.07;19.65;3.0;19.54;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;76.1;85.7;0.2;215.4;0.0;3.1;0.2
3;2021-01-11 10:00:00+00:00;16.66;20.04;4.0;19.6;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;9.2;61.8;264.2;0.6;244.6;0.0;2.3;0.5
4;2021-01-11 12:00:00+00:00;15.32;20.52;5.0;19.87;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;11.2;53.3;419.2;0.7;248.5;0.0;2.0;0.6
5;2021-01-12 08:00:00+00:00;17.4;19.32;4.0;19.89;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.3;60.4;207.8;0.8;218.2;0.0;-1.8;0.4
6;2021-01-12 10:00:00+00:00;17.8;19.66;4.0;19.9;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;9.4;46.4;489.0;1.1;263.1;0.0;-1.6;0.6
7;2021-01-12 12:00:00+00:00;16.67;20.08;4.0;19.9;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.6;36.2;534.6;0.9;289.0;0.0;-2.0;0.9
8;2021-01-12 14:00:00+00:00;15.96;20.26;4.0;19.9;0.2;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;14.1;31.2;342.0;0.7;296.2;0.0;-2.7;1.1
9;2021-01-13 08:00:00+00:00;18.24;19.48;4.0;19.9;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.2;42.7;210.6;0.5;202.1;0.0;-4.9;0.6
10;2021-01-13 10:00:00+00:00;19.04;19.89;4.0;19.9;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.6;26.0;487.7;0.5;213.1;0.0;-6.4;1.1
11;2021-01-13 12:00:00+00:00;18.22;20.6;3.0;19.9;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;15.2;22.0;529.0;0.8;257.1;0.0;-6.4;1.3
12;2021-01-13 14:00:00+00:00;16.92;21.0;3.0;19.9;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;17.0;19.4;339.4;0.7;254.3;0.0;-6.5;1.6
13;2021-01-14 08:00:00+00:00;17.71;20.21;3.0;19.9;0.1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.6;64.4;209.2;0.3;116.2;0.0;-1.5;0.4
14;2021-01-14 10:00:00+00:00;18.78;20.63;3.0;19.95;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;26.2;486.6;0.8;256.3;0.0;-5.2;1.2
15;2021-01-14 12:00:00+00:00;18.41;20.93;4.0;20.0;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;17.1;19.8;529.0;0.9;257.2;0.0;-6.2;1.6
16;2021-01-14 14:00:00+00:00;17.06;21.37;3.0;20.0;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;18.5;17.5;374.4;0.8;238.9;0.0;-6.6;1.8
17;2021-01-15 08:00:00+00:00;15.82;20.12;4.0;20.02;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;48.4;212.8;0.6;207.8;0.0;-0.5;0.6
18;2021-01-15 10:00:00+00:00;13.91;20.69;4.0;20.02;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;14.6;35.5;494.1;0.7;277.9;0.0;-0.5;1.1
19;2021-01-15 12:00:00+00:00;12.98;21.36;4.0;20.02;0.2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;17.3;29.6;540.6;1.0;301.4;0.0;-0.6;1.4
20;2021-01-15 14:00:00+00:00;10.92;21.62;4.0;19.97;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;18.2;23.4;354.7;1.0;307.8;0.0;-3.1;1.6
21;2021-01-15 16:00:00+00:00;10.45;21.31;4.0;19.96;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;15.0;27.0;41.2;0.8;279.4;0.0;-4.0;1.3
22;2021-01-15 18:00:00+00:00;10.27;21.1;3.0;19.96;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;10.8;35.7;0.0;0.8;202.3;0.0;-3.9;0.8
23;2021-01-15 20:00:00+00:00;10.81;20.97;3.0;19.96;0.1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;7.6;46.5;0.0;0.6;188.0;0.0;-3.2;0.6
24;2021-01-15 22:00:00+00:00;10.82;20.67;3.0;19.96;0.1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.9;43.0;0.0;0.8;187.8;0.0;-4.0;0.6
