0;1;2;3;4;5;6;7;8;9;10
25.3;27.4;35.0;851.0;2.0;60.8;0.0;10.6;1.0;0.0;0.0
25.5;27.5;34.9;885.0;2.3;48.5;0.0;10.7;1.0;0.0;0.0
25.7;27.3;34.2;898.0;2.5;68.4;0.0;10.2;1.0;0.0;0.0
26.0;27.4;33.8;916.0;2.4;65.7;0.0;10.1;1.0;0.0;0.0
26.5;27.4;33.9;930.0;2.5;57.7;0.0;10.1;1.0;0.0;0.0
26.8;27.5;34.6;941.0;2.5;61.4;0.0;10.6;1.0;0.0;0.0
27.1;27.5;35.1;953.0;2.6;61.6;0.0;10.8;1.0;0.0;0.0
30.6;28.9;48.2;684.8;1.0;40.7;0.0;16.9;1.0;0.0;0.0
30.5;29.2;46.6;709.8;1.0;12.1;0.0;16.6;1.0;0.0;0.0
30.4;29.7;44.1;729.6;1.4;358.9;0.0;16.2;1.0;0.0;0.0
30.3;30.1;42.9;749.2;1.1;54.9;0.0;16.1;1.0;0.0;0.0
30.5;30.5;41.2;773.3;1.5;17.8;0.0;15.8;1.0;0.0;0.0
30.5;30.7;40.1;795.8;1.5;26.1;0.0;15.6;1.0;0.0;0.0
30.5;31.2;37.2;814.0;1.6;23.2;0.0;14.9;1.0;0.0;0.0
29.4;28.9;43.6;426.8;2.3;93.2;0.0;15.2;0.0;1.0;0.0
29.4;28.7;44.2;396.0;1.9;126.9;0.0;15.3;0.0;1.0;0.0
29.1;28.4;45.2;366.5;1.9;130.7;0.0;15.5;0.0;1.0;0.0
29.0;28.4;45.2;335.8;1.6;133.2;0.0;15.4;0.0;1.0;0.0
29.6;27.9;46.1;305.9;1.9;138.2;0.0;15.3;0.0;1.0;0.0
29.4;27.9;46.3;271.8;1.6;129.0;0.0;15.3;0.0;1.0;0.0
29.4;27.5;48.9;238.2;1.7;121.0;0.0;15.8;0.0;1.0;0.0
28.3;28.1;48.2;731.7;1.4;15.5;0.0;16.2;1.0;0.0;0.0
28.1;28.2;47.7;753.8;0.9;3.4;0.0;16.1;1.0;0.0;0.0
28.3;28.5;46.8;780.8;1.4;8.1;0.0;16.1;1.0;0.0;0.0
28.6;28.9;45.7;797.1;1.0;5.7;0.0;16.0;1.0;0.0;0.0
28.8;29.0;45.0;821.0;1.7;28.5;0.0;15.9;1.0;0.0;0.0
28.9;29.1;43.9;838.0;1.4;0.9;0.0;15.5;1.0;0.0;0.0
29.1;29.6;42.2;854.0;1.2;60.5;0.0;15.4;1.0;0.0;0.0
27.9;29.6;30.3;991.0;2.9;47.7;0.0;10.4;1.0;0.0;0.0
27.9;29.8;29.3;998.0;2.9;50.5;0.0;10.0;1.0;0.0;0.0
27.9;29.9;29.9;1000.0;3.0;51.4;0.0;10.4;1.0;0.0;0.0
28.0;29.6;30.8;1002.0;2.9;51.0;0.0;10.6;1.0;0.0;0.0
28.2;29.5;31.8;1003.0;3.1;53.8;0.0;11.0;1.0;0.0;0.0
28.2;29.6;32.0;1001.0;3.3;49.4;0.0;11.2;1.0;0.0;0.0
