0;1;2;3;4;5;6;7;8;9;10
27.4;17.9;30.9;572.8;3.2;11.2;0.0;0.5;1.0;0.0;0.0
27.4;18.3;30.6;588.3;2.4;313.5;0.0;0.7;1.0;0.0;0.0
29.4;27.9;58.0;73.7;1.4;153.4;0.0;18.8;0.0;1.0;0.0
29.6;27.5;59.5;48.0;2.0;158.4;0.0;18.9;0.0;1.0;0.0
29.4;27.3;61.1;35.4;1.4;158.1;0.0;19.1;0.0;1.0;0.0
29.8;27.1;62.1;22.5;1.4;143.7;0.0;19.3;0.0;1.0;0.0
30.1;26.9;63.5;13.0;1.5;137.4;0.0;19.4;0.0;1.0;0.0
30.4;26.7;64.1;5.7;1.1;141.3;0.0;19.4;0.0;1.0;0.0
30.7;26.6;64.5;1.1;1.2;138.8;0.0;19.4;0.0;1.0;0.0
31.3;29.4;29.1;710.5;0.8;308.4;0.0;9.6;1.0;0.0;0.0
30.7;29.7;28.8;756.4;1.1;339.1;0.0;9.6;1.0;0.0;0.0
30.7;29.8;28.3;650.9;1.3;25.1;0.0;9.5;1.0;0.0;0.0
31.0;29.1;28.4;240.2;1.1;9.7;0.0;9.0;1.0;0.0;0.0
31.1;29.2;28.6;507.7;0.4;82.0;0.0;9.2;1.0;0.0;0.0
31.1;29.6;28.4;541.1;1.0;100.0;0.0;9.4;1.0;0.0;0.0
31.3;29.9;27.7;614.4;0.9;72.9;0.0;9.3;1.0;0.0;0.0
23.8;13.7;52.0;35.8;0.8;200.0;0.0;4.1;1.0;0.0;0.0
24.3;13.8;51.7;40.4;0.5;207.4;0.0;4.1;1.0;0.0;0.0
25.8;14.0;51.1;49.0;0.4;189.6;0.0;4.0;1.0;0.0;0.0
26.2;13.9;51.6;56.9;0.5;191.3;0.0;4.1;1.0;0.0;0.0
26.1;14.1;51.1;66.5;0.4;187.7;0.0;4.1;1.0;0.0;0.0
26.1;13.8;53.2;73.4;0.5;214.9;0.0;4.4;1.0;0.0;0.0
26.0;14.2;51.6;88.6;0.2;185.8;0.0;4.3;1.0;0.0;0.0
30.9;32.8;24.9;611.3;2.4;115.6;0.0;10.2;0.0;1.0;0.0
30.4;32.9;25.5;575.8;2.1;118.4;0.0;10.6;0.0;1.0;0.0
30.8;32.8;26.6;542.3;1.7;130.6;0.0;11.2;0.0;1.0;0.0
30.7;32.2;28.2;508.8;2.4;120.8;0.0;11.5;0.0;1.0;0.0
30.8;32.4;28.4;472.6;1.7;138.0;0.0;11.8;0.0;1.0;0.0
30.8;32.2;29.1;438.9;1.7;140.5;0.0;12.0;0.0;1.0;0.0
30.8;31.9;30.3;406.8;2.0;145.5;0.0;12.4;0.0;1.0;0.0
25.0;13.4;35.8;0.0;0.2;215.7;0.0;-1.4;0.0;1.0;0.0
25.1;12.7;39.3;0.0;0.1;209.6;0.0;-0.8;0.0;1.0;0.0
25.1;12.3;41.0;0.0;0.4;217.6;0.0;-0.6;0.0;1.0;0.0
25.1;12.0;42.0;0.0;0.1;205.2;0.0;-0.5;0.0;1.0;0.0
25.0;11.2;47.0;0.0;0.5;178.2;0.0;0.3;0.0;1.0;0.0
25.0;10.6;48.8;0.0;0.1;186.0;0.0;0.3;0.0;1.0;0.0
25.2;10.4;50.6;0.0;0.5;179.5;0.0;0.6;0.0;1.0;0.0
29.9;37.2;18.7;562.1;1.5;70.2;0.0;9.5;0.0;1.0;0.0
30.3;37.4;18.6;527.4;1.0;80.0;0.0;9.6;0.0;1.0;0.0
29.8;37.0;19.0;494.6;1.5;89.0;0.0;9.6;0.0;1.0;0.0
30.1;36.6;19.6;462.7;1.5;80.3;0.0;9.7;0.0;1.0;0.0
30.3;36.8;19.8;427.3;0.7;111.0;0.0;10.0;0.0;1.0;0.0
30.6;36.1;21.4;397.8;1.5;109.0;0.0;10.6;0.0;1.0;0.0
31.1;35.6;22.6;364.0;1.3;105.8;0.0;11.1;0.0;1.0;0.0
28.8;27.2;42.6;133.8;1.4;131.4;0.0;13.4;0.0;1.0;0.0
28.4;26.9;43.8;79.2;1.4;125.9;0.0;13.6;0.0;1.0;0.0
28.4;26.5;45.8;58.6;1.7;131.5;0.0;13.9;0.0;1.0;0.0
28.9;26.1;48.3;52.2;1.6;125.3;0.0;14.4;0.0;1.0;0.0
29.0;25.8;50.3;51.5;1.7;108.8;0.0;14.7;0.0;1.0;0.0
29.1;25.7;51.5;47.9;1.6;114.9;0.0;14.9;0.0;1.0;0.0
29.2;25.3;53.4;24.1;1.8;108.7;0.0;15.2;0.0;1.0;0.0
30.1;32.0;32.4;547.9;1.5;141.1;0.0;13.5;0.0;1.0;0.0
29.7;32.0;33.0;517.6;1.6;129.5;0.0;13.7;0.0;1.0;0.0
29.8;32.0;32.9;482.4;1.5;107.5;0.0;13.7;0.0;1.0;0.0
29.6;31.7;33.7;447.0;2.1;114.8;0.0;13.8;0.0;1.0;0.0
29.8;31.3;34.6;415.6;1.9;104.3;0.0;13.9;0.0;1.0;0.0
29.9;31.4;34.1;384.3;1.8;97.8;0.0;13.8;0.0;1.0;0.0
30.0;31.4;34.1;351.8;1.9;108.2;0.0;13.7;0.0;1.0;0.0
27.0;31.1;31.2;982.0;2.2;21.0;0.0;12.1;1.0;0.0;0.0
26.9;31.5;30.5;917.0;2.2;24.9;0.0;12.1;1.0;0.0;0.0
27.2;31.8;27.5;760.9;2.3;37.0;0.0;10.8;1.0;0.0;0.0
27.6;31.9;27.3;773.5;1.8;30.0;0.0;10.7;1.0;0.0;0.0
28.0;32.4;26.7;830.0;1.6;28.6;0.0;10.8;1.0;0.0;0.0
28.1;32.6;25.7;849.0;1.5;19.4;0.0;10.4;1.0;0.0;0.0
28.3;32.6;25.4;929.0;2.0;30.8;0.0;10.3;1.0;0.0;0.0
30.1;41.5;13.3;857.0;1.6;15.2;0.0;7.8;1.0;0.0;0.0
29.8;41.8;12.5;878.0;1.2;340.9;0.0;7.2;1.0;0.0;0.0
30.1;42.0;12.8;878.0;1.2;335.1;0.0;7.6;1.0;0.0;0.0
30.2;42.1;12.6;878.0;1.7;328.8;0.0;7.6;1.0;0.0;0.0
30.2;42.3;11.8;880.0;1.5;308.7;0.0;6.7;1.0;0.0;0.0
30.3;43.1;8.3;898.0;2.4;268.2;0.0;2.1;1.0;0.0;0.0
30.4;43.3;7.4;900.0;2.7;241.9;0.0;0.9;1.0;0.0;0.0
29.0;26.9;44.3;107.7;1.8;180.4;0.0;13.8;0.0;1.0;0.0
29.5;26.9;43.9;183.3;1.7;177.9;0.0;13.6;0.0;1.0;0.0
29.2;26.9;44.3;171.7;1.8;180.9;0.0;13.7;0.0;1.0;0.0
29.4;26.6;46.4;95.0;2.0;183.9;0.0;14.2;0.0;1.0;0.0
29.5;26.1;48.9;52.0;1.7;184.2;0.0;14.6;0.0;1.0;0.0
29.3;25.9;50.7;46.2;1.6;174.3;0.0;14.9;0.0;1.0;0.0
29.5;25.8;52.1;49.8;1.7;177.3;0.0;15.2;0.0;1.0;0.0
27.6;31.3;35.5;584.4;1.9;114.0;0.0;14.2;0.0;1.0;0.0
27.6;32.0;34.5;817.0;2.0;119.7;0.0;14.4;0.0;1.0;0.0
27.3;31.1;35.9;151.3;1.7;128.5;0.0;14.2;0.0;1.0;0.0
27.4;30.5;38.2;132.9;1.7;107.1;0.0;14.7;0.0;1.0;0.0
27.5;30.6;38.2;408.5;1.6;143.4;0.0;14.8;0.0;1.0;0.0
27.9;31.9;36.3;716.0;2.0;101.8;0.0;15.1;0.0;1.0;0.0
28.0;31.4;38.4;691.5;2.6;90.9;0.0;15.5;0.0;1.0;0.0
28.3;34.2;31.9;729.5;1.9;141.6;0.0;15.1;0.0;1.0;0.0
28.2;34.5;31.9;702.0;1.5;105.1;0.0;15.3;0.0;1.0;0.0
28.7;34.5;31.7;673.1;1.4;118.0;0.0;15.2;0.0;1.0;0.0
29.0;34.1;32.9;646.3;2.0;78.8;0.0;15.5;0.0;1.0;0.0
29.2;33.8;33.3;617.9;2.0;80.3;0.0;15.4;0.0;1.0;0.0
29.2;34.0;31.9;585.7;1.3;122.7;0.0;14.9;0.0;1.0;0.0
29.1;34.2;31.5;555.1;1.4;92.2;0.0;14.9;0.0;1.0;0.0
24.6;9.9;49.6;0.0;0.4;194.6;0.0;-0.1;0.0;1.0;0.0
24.6;9.1;53.0;0.0;0.5;193.8;0.0;0.1;0.0;1.0;0.0
24.4;9.3;52.3;0.0;0.7;197.8;0.0;0.0;0.0;1.0;0.0
24.1;9.0;52.7;0.0;0.8;191.2;0.0;-0.2;0.0;1.0;0.0
23.8;8.6;53.6;0.0;0.8;198.7;0.0;-0.2;0.0;1.0;0.0
23.5;8.2;55.2;0.0;0.2;203.9;0.0;-0.2;0.0;1.0;0.0
23.3;7.4;58.5;0.0;0.2;176.1;0.0;-0.2;0.0;1.0;0.0
29.6;32.1;30.0;852.0;1.7;217.9;0.0;12.3;1.0;0.0;0.0
28.9;32.4;27.5;717.3;2.2;195.1;0.0;11.3;1.0;0.0;0.0
29.3;31.5;27.6;470.3;2.1;196.8;0.0;10.6;1.0;0.0;0.0
30.1;31.9;27.0;732.1;2.1;233.1;0.0;10.6;1.0;0.0;0.0
30.5;32.2;26.4;568.9;1.5;216.9;0.0;10.5;1.0;0.0;0.0
30.6;31.9;26.6;258.0;1.7;215.7;0.0;10.4;1.0;0.0;0.0
30.8;31.9;26.5;309.7;1.1;185.6;0.0;10.2;1.0;0.0;0.0
26.1;14.0;44.0;0.0;0.5;187.7;0.0;1.9;0.0;1.0;0.0
25.7;13.8;45.2;0.0;0.6;177.0;0.0;2.1;0.0;1.0;0.0
26.2;13.7;45.5;0.0;0.6;163.5;0.0;2.1;0.0;1.0;0.0
26.5;13.1;47.8;0.0;0.5;167.6;0.0;2.3;0.0;1.0;0.0
26.5;13.3;48.4;0.0;0.6;225.6;0.0;2.6;0.0;1.0;0.0
26.5;14.6;44.9;0.0;0.6;254.8;0.0;2.7;0.0;1.0;0.0
26.5;15.4;42.1;0.0;0.9;222.7;0.0;2.6;0.0;1.0;0.0
28.3;36.9;16.7;843.0;1.9;79.7;0.0;7.5;0.0;1.0;0.0
28.3;36.9;17.1;823.0;1.5;117.7;0.0;8.0;0.0;1.0;0.0
28.5;36.9;17.4;802.0;1.7;143.3;0.0;8.2;0.0;1.0;0.0
28.7;36.9;18.0;778.6;1.4;96.7;0.0;8.7;0.0;1.0;0.0
28.9;36.6;19.3;755.6;1.8;90.6;0.0;9.5;0.0;1.0;0.0
29.1;36.6;19.9;732.9;1.4;109.7;0.0;9.9;0.0;1.0;0.0
29.3;36.5;20.6;706.4;1.7;51.9;0.0;10.3;0.0;1.0;0.0
26.9;20.4;29.5;497.6;0.9;287.8;0.0;2.0;1.0;0.0;0.0
27.1;20.2;29.9;488.5;0.7;290.2;0.0;2.1;1.0;0.0;0.0
27.7;20.6;29.4;478.9;0.6;267.7;0.0;2.1;1.0;0.0;0.0
27.2;20.7;29.0;467.2;0.6;250.0;0.0;2.1;1.0;0.0;0.0
27.2;20.5;29.2;453.5;0.6;40.6;0.0;2.0;1.0;0.0;0.0
27.2;20.4;30.1;440.2;0.8;333.6;0.0;2.3;1.0;0.0;0.0
27.3;20.7;29.4;422.7;0.8;262.9;0.0;2.2;1.0;0.0;0.0
24.8;6.6;59.4;0.9;0.3;141.5;0.0;-0.7;1.0;0.0;0.0
25.7;6.6;59.3;4.5;0.2;138.0;0.0;-0.8;1.0;0.0;0.0
26.2;6.3;61.4;10.3;0.0;0.0;0.0;-0.6;1.0;0.0;0.0
26.7;6.1;62.5;15.6;0.0;0.0;0.0;-0.6;1.0;0.0;0.0
26.7;6.0;63.8;20.3;0.0;0.0;0.0;-0.4;1.0;0.0;0.0
26.8;6.2;62.9;25.5;0.0;0.0;0.0;-0.3;1.0;0.0;0.0
26.5;6.0;64.5;76.9;0.0;0.0;0.0;-0.2;1.0;0.0;0.0
26.3;34.5;32.3;894.0;1.3;153.9;0.0;15.6;1.0;0.0;0.0
26.2;34.2;33.4;895.0;2.0;179.3;0.0;15.9;1.0;0.0;0.0
26.8;34.1;35.0;891.0;1.7;179.4;0.0;16.5;1.0;0.0;0.0
27.7;34.5;34.2;885.0;1.7;144.5;0.0;16.5;1.0;0.0;0.0
28.2;34.3;34.3;883.0;1.8;161.1;0.0;16.4;1.0;0.0;0.0
28.5;34.6;33.0;874.0;1.7;175.9;0.0;16.0;1.0;0.0;0.0
28.8;34.5;32.5;867.0;1.9;159.1;0.0;15.7;1.0;0.0;0.0
27.6;38.9;12.2;938.0;1.2;355.7;0.0;4.7;1.0;0.0;0.0
27.6;39.2;12.2;943.0;1.6;38.5;0.0;4.9;1.0;0.0;0.0
27.8;39.0;12.7;945.0;1.4;34.3;0.0;5.2;1.0;0.0;0.0
28.2;39.4;12.6;946.0;1.9;35.6;0.0;5.4;1.0;0.0;0.0
28.0;39.8;12.5;947.0;1.9;31.3;0.0;5.7;1.0;0.0;0.0
27.8;40.2;12.2;941.0;1.4;45.2;0.0;5.6;1.0;0.0;0.0
27.7;40.5;12.1;936.0;1.0;158.1;0.0;5.7;1.0;0.0;0.0
26.5;35.0;23.4;933.0;2.2;40.0;0.0;11.1;1.0;0.0;0.0
26.9;36.1;21.3;939.0;2.2;22.5;0.0;10.5;1.0;0.0;0.0
27.6;36.4;19.0;946.0;2.6;41.5;0.0;9.1;1.0;0.0;0.0
28.3;36.7;18.9;946.0;2.8;29.4;0.0;9.2;1.0;0.0;0.0
28.7;37.2;17.7;944.0;2.5;38.6;0.0;8.7;1.0;0.0;0.0
28.8;37.3;15.5;944.0;2.7;39.5;0.0;6.8;1.0;0.0;0.0
29.1;37.5;14.5;942.0;2.9;48.3;0.0;6.0;1.0;0.0;0.0
24.3;15.6;60.7;141.2;3.0;76.6;0.0;8.1;0.0;1.0;0.0
24.1;15.4;62.1;114.6;2.7;64.9;0.0;8.2;0.0;1.0;0.0
24.1;15.4;62.9;111.3;3.4;64.0;0.0;8.3;0.0;1.0;0.0
23.7;15.1;63.5;100.5;3.4;68.8;0.0;8.3;0.0;1.0;0.0
23.2;15.1;63.5;111.5;3.4;78.1;0.0;8.2;0.0;1.0;0.0
23.0;15.1;63.6;106.4;3.4;71.0;0.0;8.2;0.0;1.0;0.0
22.7;15.0;63.8;81.2;3.1;70.6;0.0;8.2;0.0;1.0;0.0
27.6;27.0;58.1;645.3;0.6;285.3;0.0;18.1;1.0;0.0;0.0
27.5;27.2;55.5;641.0;0.7;234.9;0.0;17.6;1.0;0.0;0.0
27.8;27.7;53.6;346.6;0.5;292.5;0.0;17.4;1.0;0.0;0.0
28.2;27.7;52.9;398.6;0.8;352.3;0.0;17.2;1.0;0.0;0.0
28.6;28.2;50.5;636.5;0.6;317.9;0.0;17.0;1.0;0.0;0.0
28.8;28.7;48.3;697.4;1.0;318.7;0.0;16.7;1.0;0.0;0.0
29.0;28.9;47.5;679.7;1.0;49.1;0.0;16.7;1.0;0.0;0.0
28.4;29.5;43.3;235.2;2.0;62.1;0.0;15.8;1.0;0.0;0.0
28.6;29.5;43.7;228.3;1.8;64.6;0.0;15.9;1.0;0.0;0.0
28.7;29.6;44.5;244.8;1.7;42.0;0.0;16.2;1.0;0.0;0.0
29.1;29.5;44.4;201.4;1.9;39.4;0.0;16.1;1.0;0.0;0.0
29.3;29.4;45.5;168.1;2.2;65.7;0.0;16.4;0.0;1.0;0.0
29.4;29.1;46.1;154.6;1.8;59.0;0.0;16.4;0.0;1.0;0.0
29.5;29.1;46.2;111.9;1.7;54.8;0.0;16.4;0.0;1.0;0.0
26.0;14.3;67.1;130.7;0.8;264.9;0.0;8.3;1.0;0.0;0.0
25.4;14.4;66.8;144.4;0.4;268.0;0.0;8.3;1.0;0.0;0.0
25.8;14.8;65.8;217.3;0.4;241.8;0.0;8.5;1.0;0.0;0.0
26.0;15.2;64.2;183.0;0.5;297.2;0.0;8.5;1.0;0.0;0.0
26.1;15.1;64.8;188.0;0.4;324.5;0.0;8.5;1.0;0.0;0.0
26.1;15.5;64.3;177.3;0.1;199.5;0.0;8.8;1.0;0.0;0.0
26.2;15.5;64.4;178.1;0.7;8.5;0.0;8.8;1.0;0.0;0.0
30.9;34.7;33.6;923.0;2.0;89.4;0.0;16.4;1.0;0.0;0.0
30.8;34.6;33.9;917.0;1.9;113.4;0.0;16.4;1.0;0.0;0.0
31.0;34.6;33.7;909.0;1.6;117.7;0.0;16.3;1.0;0.0;0.0
31.2;34.5;33.8;902.0;1.8;109.7;0.0;16.3;1.0;0.0;0.0
31.2;34.4;33.7;892.0;1.9;99.0;0.0;16.2;1.0;0.0;0.0
31.3;34.6;32.7;879.0;1.7;119.8;0.0;15.9;0.0;1.0;0.0
31.2;34.2;32.3;864.0;1.8;114.0;0.0;15.3;0.0;1.0;0.0
25.8;17.6;39.3;430.4;0.4;23.1;0.0;3.6;1.0;0.0;0.0
25.5;17.9;38.6;413.3;0.8;301.0;0.0;3.6;1.0;0.0;0.0
25.5;17.7;38.4;396.5;0.9;353.4;0.0;3.3;0.0;1.0;0.0
25.4;17.9;37.9;374.6;0.5;76.2;0.0;3.4;0.0;1.0;0.0
25.5;18.4;36.5;352.3;0.4;199.3;0.0;3.2;0.0;1.0;0.0
25.8;19.0;34.7;328.8;0.1;346.1;0.0;3.1;0.0;1.0;0.0
25.7;18.7;36.0;304.4;0.6;296.3;0.0;3.3;0.0;1.0;0.0
30.1;26.4;53.4;103.6;1.5;131.3;0.0;16.2;0.0;1.0;0.0
29.9;25.9;55.8;75.8;1.5;143.3;0.0;16.4;0.0;1.0;0.0
30.3;25.5;56.6;51.3;1.2;124.7;0.0;16.3;0.0;1.0;0.0
30.6;25.2;59.1;29.7;1.2;145.2;0.0;16.7;0.0;1.0;0.0
30.8;24.8;61.1;14.8;1.2;105.9;0.0;16.8;0.0;1.0;0.0
30.9;24.5;62.7;5.8;1.0;108.3;0.0;16.9;0.0;1.0;0.0
31.0;24.3;63.8;1.1;1.3;134.1;0.0;17.0;0.0;1.0;0.0
30.2;28.3;43.8;170.7;1.3;158.3;0.0;14.8;0.0;1.0;0.0
30.4;28.3;44.0;159.4;1.6;156.1;0.0;14.8;0.0;1.0;0.0
30.2;28.2;42.0;110.1;1.8;163.1;0.0;14.1;0.0;1.0;0.0
30.6;28.4;40.4;120.0;0.8;176.1;0.0;13.6;0.0;1.0;0.0
30.8;28.7;37.9;169.1;0.9;185.2;0.0;13.0;0.0;1.0;0.0
30.5;29.0;36.0;242.3;1.0;191.6;0.0;12.4;0.0;1.0;0.0
30.4;29.6;34.0;344.8;0.9;229.6;0.0;12.1;0.0;1.0;0.0
28.5;34.7;31.4;798.4;1.4;116.0;0.0;15.3;0.0;1.0;0.0
28.5;34.5;31.9;775.9;1.8;100.2;0.0;15.4;0.0;1.0;0.0
28.5;34.2;32.6;750.9;2.0;89.6;0.0;15.4;0.0;1.0;0.0
28.7;34.2;31.9;729.5;1.9;141.6;0.0;15.1;0.0;1.0;0.0
28.7;34.5;31.9;702.0;1.5;105.1;0.0;15.3;0.0;1.0;0.0
29.0;34.5;31.7;673.1;1.4;118.0;0.0;15.2;0.0;1.0;0.0
29.3;34.1;32.9;646.3;2.0;78.8;0.0;15.5;0.0;1.0;0.0
24.7;18.5;29.4;575.3;0.8;35.7;0.0;0.3;1.0;0.0;0.0
25.4;18.7;28.6;565.9;0.3;111.0;0.0;0.2;1.0;0.0;0.0
25.4;19.3;27.6;559.6;0.8;41.1;0.0;0.1;1.0;0.0;0.0
26.6;18.8;28.3;552.4;0.8;57.5;0.0;0.0;1.0;0.0;0.0
26.9;19.0;27.8;540.8;0.5;6.5;0.0;0.0;1.0;0.0;0.0
26.9;19.2;27.5;530.0;1.0;45.9;0.0;0.0;1.0;0.0;0.0
27.2;19.0;27.9;515.9;0.8;6.0;0.0;0.0;1.0;0.0;0.0
30.5;27.2;55.9;646.8;0.8;62.6;0.0;17.6;1.0;0.0;0.0
30.9;27.8;54.1;673.5;1.0;75.0;0.0;17.7;1.0;0.0;0.0
31.3;28.2;52.7;699.7;0.9;29.0;0.0;17.7;1.0;0.0;0.0
31.7;28.8;50.6;726.5;1.1;33.4;0.0;17.6;1.0;0.0;0.0
32.2;29.3;47.9;754.5;1.4;59.3;0.0;17.1;1.0;0.0;0.0
32.3;29.2;46.4;780.6;1.6;50.4;0.0;16.5;1.0;0.0;0.0
32.6;29.9;42.9;803.0;1.9;30.2;0.0;16.0;1.0;0.0;0.0
30.8;43.3;7.4;900.0;2.7;241.9;0.0;0.9;1.0;0.0;0.0
30.3;43.5;7.1;894.0;2.4;267.2;0.0;0.5;1.0;0.0;0.0
30.2;43.6;7.2;884.0;2.4;244.8;0.0;0.6;1.0;0.0;0.0
30.4;43.6;7.1;885.0;2.6;261.6;0.0;0.5;1.0;0.0;0.0
30.7;43.6;7.0;872.0;2.8;244.5;0.0;0.2;1.0;0.0;0.0
31.1;43.4;7.4;869.0;3.1;264.9;0.0;0.8;1.0;0.0;0.0
31.5;44.0;7.0;857.0;2.3;261.2;0.0;0.4;1.0;0.0;0.0
24.0;17.8;32.2;545.8;1.9;349.3;0.0;1.0;1.0;0.0;0.0
24.3;17.9;31.3;559.7;3.1;6.5;0.0;0.7;1.0;0.0;0.0
25.0;17.9;30.9;569.4;3.1;349.5;0.0;0.5;1.0;0.0;0.0
25.2;17.9;30.9;572.8;3.2;11.2;0.0;0.5;1.0;0.0;0.0
25.6;18.3;30.6;588.3;2.4;313.5;0.0;0.7;1.0;0.0;0.0
25.5;18.3;30.2;589.6;2.9;326.8;0.0;0.5;1.0;0.0;0.0
26.0;18.7;30.1;591.1;2.3;321.5;0.0;0.8;1.0;0.0;0.0
26.1;23.9;37.1;1069.0;1.3;184.6;0.0;8.4;1.0;0.0;0.0
26.1;24.1;35.8;1044.0;1.4;147.3;0.0;8.0;1.0;0.0;0.0
24.3;23.8;35.7;820.0;1.6;230.4;0.0;7.7;1.0;0.0;0.0
24.9;24.2;36.6;1054.0;1.2;242.6;0.0;8.5;1.0;0.0;0.0
24.4;24.2;37.5;713.2;1.2;160.2;0.0;8.8;1.0;0.0;0.0
24.0;24.0;36.8;632.3;1.5;101.6;0.0;8.4;1.0;0.0;0.0
24.2;24.4;36.6;982.0;0.9;164.7;0.0;8.6;1.0;0.0;0.0
28.5;29.9;28.4;106.4;1.4;135.6;0.0;9.7;0.0;1.0;0.0
28.5;29.6;27.5;79.1;1.2;136.5;0.0;8.9;0.0;1.0;0.0
28.7;29.2;28.1;53.1;1.0;132.9;0.0;8.9;0.0;1.0;0.0
28.8;28.9;28.7;31.3;1.3;145.7;0.0;9.0;0.0;1.0;0.0
29.0;28.5;30.0;14.9;1.0;133.0;0.0;9.3;0.0;1.0;0.0
29.2;28.3;30.0;5.6;1.0;174.5;0.0;9.1;0.0;1.0;0.0
29.2;27.9;31.7;0.9;1.5;348.1;0.0;9.5;0.0;1.0;0.0
27.4;33.1;30.5;854.0;1.1;36.0;0.0;13.5;1.0;0.0;0.0
27.7;33.7;28.3;857.0;1.0;125.8;0.0;12.8;1.0;0.0;0.0
27.8;34.0;27.8;858.0;1.6;335.1;0.0;12.8;1.0;0.0;0.0
27.8;34.2;27.3;852.0;1.2;212.5;0.0;12.7;1.0;0.0;0.0
28.1;34.1;27.3;851.0;1.6;211.8;0.0;12.6;1.0;0.0;0.0
27.8;33.5;28.8;849.0;1.3;193.2;0.0;12.9;1.0;0.0;0.0
28.2;33.7;28.8;838.0;1.5;183.3;0.0;13.1;1.0;0.0;0.0
29.4;33.8;33.2;642.2;1.5;149.2;0.0;15.4;0.0;1.0;0.0
29.7;33.5;34.0;615.1;2.0;143.9;0.0;15.5;0.0;1.0;0.0
29.8;33.5;34.3;582.6;1.5;140.6;0.0;15.7;0.0;1.0;0.0
30.3;32.8;35.9;550.7;2.2;119.1;0.0;15.7;0.0;1.0;0.0
30.5;32.7;36.1;518.5;1.9;118.3;0.0;15.7;0.0;1.0;0.0
30.5;32.4;36.4;487.2;2.0;114.7;0.0;15.6;0.0;1.0;0.0
30.7;32.2;36.7;456.3;2.3;105.1;0.0;15.6;0.0;1.0;0.0
31.4;30.6;42.4;423.9;2.5;39.5;0.0;16.4;0.0;1.0;0.0
31.5;30.6;41.6;390.0;2.2;52.9;0.0;16.1;0.0;1.0;0.0
31.4;30.7;41.3;355.4;1.4;74.2;0.0;16.1;0.0;1.0;0.0
30.9;30.6;41.3;321.2;1.4;92.2;0.0;16.0;0.0;1.0;0.0
30.8;30.1;43.1;286.1;1.5;68.8;0.0;16.2;0.0;1.0;0.0
31.1;30.3;43.5;249.8;0.7;93.8;0.0;16.5;0.0;1.0;0.0
31.0;30.2;44.0;215.2;1.0;123.2;0.0;16.6;0.0;1.0;0.0
29.3;26.1;41.6;692.6;0.7;36.7;0.0;12.0;1.0;0.0;0.0
29.3;26.3;42.6;710.1;1.6;33.4;0.0;12.6;1.0;0.0;0.0
29.8;26.3;43.7;726.1;1.9;42.3;0.0;13.0;1.0;0.0;0.0
30.1;26.0;45.0;415.8;1.6;60.5;0.0;13.1;1.0;0.0;0.0
30.2;26.1;45.5;339.9;1.5;57.0;0.0;13.4;1.0;0.0;0.0
30.4;25.8;46.6;462.4;1.9;49.4;0.0;13.6;1.0;0.0;0.0
30.6;26.4;44.9;815.0;1.8;67.6;0.0;13.5;1.0;0.0;0.0
26.8;17.7;51.5;103.7;1.4;62.0;0.0;7.6;0.0;1.0;0.0
26.4;17.4;53.3;91.1;1.0;61.5;0.0;7.9;0.0;1.0;0.0
26.1;17.4;53.8;80.5;1.0;64.2;0.0;7.9;0.0;1.0;0.0
25.9;17.3;54.1;48.5;1.4;62.2;0.0;7.9;0.0;1.0;0.0
25.8;17.1;55.7;30.6;1.2;50.9;0.0;8.2;0.0;1.0;0.0
25.9;16.9;57.0;13.2;1.1;63.6;0.0;8.3;0.0;1.0;0.0
26.0;16.6;58.8;6.8;0.9;70.8;0.0;8.5;0.0;1.0;0.0
28.3;38.2;16.0;683.5;1.3;146.2;0.0;7.9;1.0;0.0;0.0
28.2;37.0;18.7;443.0;1.2;179.0;0.0;9.3;1.0;0.0;0.0
28.3;37.2;19.4;793.7;1.9;153.2;0.0;10.0;1.0;0.0;0.0
28.2;37.2;19.4;603.2;2.1;170.5;0.0;10.0;1.0;0.0;0.0
28.5;37.3;20.5;869.0;2.4;155.9;0.0;10.9;1.0;0.0;0.0
28.7;37.7;20.6;832.0;1.8;154.7;0.0;11.4;0.0;1.0;0.0
28.9;38.1;20.0;817.0;1.3;161.0;0.0;11.3;0.0;1.0;0.0
27.5;38.0;20.9;653.9;1.1;112.8;0.0;11.8;0.0;1.0;0.0
27.6;37.2;23.2;627.3;1.3;121.9;0.0;12.8;0.0;1.0;0.0
29.3;37.2;23.3;600.2;1.6;114.6;0.0;12.8;0.0;1.0;0.0
30.2;37.2;21.3;572.3;1.3;153.2;0.0;11.5;0.0;1.0;0.0
30.6;37.5;21.2;547.7;1.3;135.9;0.0;11.6;0.0;1.0;0.0
30.8;37.5;21.0;512.5;1.8;87.5;0.0;11.5;0.0;1.0;0.0
31.3;37.5;20.4;480.3;1.4;83.8;0.0;11.0;0.0;1.0;0.0
26.2;17.5;53.5;379.7;2.5;48.0;0.0;7.9;0.0;1.0;0.0
26.2;17.3;54.1;380.6;2.5;55.2;0.0;7.9;0.0;1.0;0.0
26.3;17.1;54.1;370.7;2.5;53.8;0.0;7.7;0.0;1.0;0.0
25.3;17.1;53.7;375.9;2.4;46.5;0.0;7.7;0.0;1.0;0.0
24.9;17.3;52.7;397.5;2.2;44.7;0.0;7.6;0.0;1.0;0.0
24.8;17.4;51.7;392.2;2.4;40.8;0.0;7.3;0.0;1.0;0.0
24.1;17.4;51.2;326.8;2.2;42.1;0.0;7.2;0.0;1.0;0.0
